case_id,suite,execution_set,priority,category,subcategory,language,conversation_type,role,user_ref,household_ref,label_source,acceptable_tools,required_tools,pair_id,turn_1,turn_2,turn_3,expected_facts,forbidden_content,expected_citations,expected_tool,expected_behavior,as_of,label_source_resolved,tenant_id,user_id,household_id,citation_gate,fallback_gate
CX-R05,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest,,"search_documents,find_nearest_available_parking",,"반려동물 관련 관리규약 알려주고, 가까운 빈 주차자리도 알려줘.",,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
CX-R06,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest,,"find_in_floor_plan,find_nearest_available_parking",,"우리 집 평면도에서 콘센트 위치 알려주고, 가까운 빈 주차자리도 알려줘.",,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
CX-R07,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,home-device:월패드,,"trace_home_device_issue,search_documents",,"우리 집 월패드 고장 원인 봐주고, 홈네트워크 관련 규정 문서도 찾아줘.",,,"증상: 홈네트워크 서버 고장·월패드 간헐 중단 원인: 서버 하드웨어 노후 조치: 미해소 — 임시 우회 운영 중, 8월 서버 교체 예정(as_of 2026-07-30); 증상: 월패드 승강기 호출 기능 불능 원인: 홈넷 서버 고장 연쇄 조치: 미해소 — 하드웨어 발주 상태, 우회 중",,tool:trace_home_device_issue,trace_home_device_issue,answered,,incidents facilities=['2aea9fe2-0a59-4396-ab00-6c0bb81b73f0'] n=2,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
CX-R08,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest:ev,,"get_fees,get_my_inquiries,find_nearest_available_parking",,"이번 달 관리비랑, 내 민원 상태랑, 전기차 충전 가능한 가까운 빈자리도 알려줘.",,,가장 가까운 빈자리: 217면·317면·013면,타 세대 정보,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=True n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
CX-R09,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest,,"search_documents,find_nearest_available_parking",,"관리비 산정 방식 관리규약 조항 알려주고, 가까운 빈 주차자리도 알려줘.",,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
CX-R10,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest:ev,,"find_nearest_available_parking,find_in_floor_plan",,"전기차 충전 가능한 가까운 빈자리 알려주고, 우리 집 평면도 콘센트 위치도 알려줘.",,,가장 가까운 빈자리: 217면·317면·013면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=True n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
CX-R11,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,home-device:월패드,,"trace_home_device_issue,find_nearest_available_parking",,"우리 집 월패드 이력 확인해주고, 가까운 빈 주차자리도 알려줘.",,,"증상: 홈네트워크 서버 고장·월패드 간헐 중단 원인: 서버 하드웨어 노후 조치: 미해소 — 임시 우회 운영 중, 8월 서버 교체 예정(as_of 2026-07-30); 증상: 월패드 승강기 호출 기능 불능 원인: 홈넷 서버 고장 연쇄 조치: 미해소 — 하드웨어 발주 상태, 우회 중",,tool:trace_home_device_issue,trace_home_device_issue,answered,,incidents facilities=['2aea9fe2-0a59-4396-ab00-6c0bb81b73f0'] n=2,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
CX-R12,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest,,"get_my_inquiries,find_nearest_available_parking",,"내 민원 처리 상태 알려주고, 가까운 빈 주차자리도 알려줘.",,,가장 가까운 빈자리: 217면·013면·133면,타 세대 정보,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
CX-M01,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,search_documents,get_overdue_checks",,"승강기 주로프 마모 이력 원인 찾아주고, 관련 정비 규정 문서도, 점검 기한 임박 설비 목록도 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M02,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,get_facilities",,"부스터펌프 진동 이력 원인 봐주고, 현재 펌프 설비가 몇 대 있는지도 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M03,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,get_facilities,get_overdue_checks",,"화재수신반 통신불량 이력 원인이랑, 소방 설비 현황이랑, 점검 임박 설비 다 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M04,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,search_documents",,"지역난방 열교환기 차압조절밸브 문제 이력 원인이랑, 지역난방 관련 규정 문서도 찾아줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M05,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,get_overdue_checks",,"스프링클러 헤드 누수 이력 원인 봐주고, 점검 기한 임박한 설비도 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M06,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,search_documents,get_facilities",,"404동 승강기 주로프 이력 원인이랑, 관련 규정 문서랑, 승강기 설비 현황 전부 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M07,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,get_facilities,get_overdue_checks",,"충전기 고장 이력 원인 봐주고, 충전기 설비 현황이랑 점검 임박 설비도 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-M08,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-관리,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:incident,,"search_facility_graph,get_facilities",,"CCTV 장애 이력 원인이랑, CCTV 설비가 몇 대인지도 알려줘.",,,"유사 장애: 운행 중 덜컹거리는 소음, 3층 정차 시 지연 발생",타 세대 정보,tool:search_facility_graph,search_facility_graph,answered,,incidents n=17,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
PK-01,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest,,find_nearest_available_parking,,가까운 빈 주차자리 어디 있어?,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
PK-02,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest,,find_nearest_available_parking,,지금 주차할 수 있는 가장 가까운 자리 알려줘.,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
PK-03,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest:ev,,find_nearest_available_parking,,전기차 충전 되는 가까운 빈자리 있어?,,,가장 가까운 빈자리: 217면·317면·013면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=True n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
PK-04,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest,,find_nearest_available_parking,,우리 동 근처 빈 주차면 알려줘.,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
PK-05,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest,,find_nearest_available_parking,,주차하려는데 가장 가까운 자리 어디야?,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
PK-06,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest,,find_nearest_available_parking,,빈 주차자리 가까운 순으로 알려줘.,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
PK-07,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest:ev,,find_nearest_available_parking,,"전기차라서 충전 자리 필요해, 가까운 데 있어?",,,가장 가까운 빈자리: 217면·317면·013면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=True n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
PK-08,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest,,find_nearest_available_parking,,방문객 주차 어디가 제일 가까워?,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
PK-09,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,parking:nearest,,find_nearest_available_parking,,지하주차장에 빈 데 있나?,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
PK-10,질문→답변 품질 v2,Full,P1,복합·라우팅,주차,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,parking:nearest,,find_nearest_available_parking,,가까운 주차 자리 좀 찾아줘.,,,가장 가까운 빈자리: 217면·013면·133면,,tool:find_nearest_available_parking,find_nearest_available_parking,answered,,parking nearest core=401동 ev=False n=3,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
GC-01,질문→답변 품질 v2,Full,P1,복합·라우팅,다단계 원인,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:chain:부스터펌프,,search_facility_graph,,"부스터펌프에서 진동이 자꾸 재발하는데, 원래 원인이 뭔지 끝까지 짚어줘.",,,부스터펌프 1호기 진동 증가 ← 저수조 수위센서 오작동,,tool:search_facility_graph,search_facility_graph,answered,,incidents chain len=2 from=2af0c0a1-88b1-4cfa-81eb-731b7a69b90a,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
GC-03,질문→답변 품질 v2,Full,P1,복합·라우팅,다단계 원인,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:chain:화재수신반,,search_facility_graph,,화재수신반 통신 불량이 반복돼요. 진짜 원인이 뭔가요?,,,R형 화재수신반 중계기 통신 불량 반복 ← 중계기 통신불량 최초 징후,,tool:search_facility_graph,search_facility_graph,answered,,incidents chain len=2 from=acb5d5cb-c712-407b-a00d-55a255d524d6,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
GC-04,질문→답변 품질 v2,Full,P1,복합·라우팅,다단계 원인,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,graph:chain:부스터펌프,,search_facility_graph,,"부스터펌프 진동이 점점 심해지는데, 최초 원인까지 확인해줄 수 있나요?",,,부스터펌프 1호기 진동 증가 ← 저수조 수위센서 오작동,,tool:search_facility_graph,search_facility_graph,answered,,incidents chain len=2 from=2af0c0a1-88b1-4cfa-81eb-731b7a69b90a,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
IQ-01,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,similar-inquiries,,search_similar_inquiries,,월패드 버튼을 눌러도 반응이 없어요.,,,[설비] 월패드에서 엘리베이터 호출이 안 됩니다,개인정보 평문,tool:search_similar_inquiries,search_similar_inquiries,answered,2026-08-01,similar-inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=1,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
IQ-02,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,similar-inquiries,,search_similar_inquiries,,아랫집인데 층간소음이 심해요.,,,[분류없음] 층간소음이 심합니다.,개인정보 평문,tool:search_similar_inquiries,search_similar_inquiries,answered,2026-08-01,similar-inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=1,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
IQ-03,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,similar-inquiries,,search_similar_inquiries,,온수가 미지근해요.,,,[설비] 온수가 미지근하게만 나옵니다,개인정보 평문,tool:search_similar_inquiries,search_similar_inquiries,answered,2026-08-01,similar-inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=1,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
IQ-04,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,similar-inquiries,,search_similar_inquiries,,전기차 충전기 충전이 안 돼요.,,,[설비] 전기차 충전기 3번기가 충전이 안 됩니다,개인정보 평문,tool:search_similar_inquiries,search_similar_inquiries,answered,2026-08-01,similar-inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=1,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
IQ-05,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,similar-inquiries,,search_similar_inquiries,,이중주차 차량 때문에 못 나가고 있어요.,,,[주차] 이중주차 차량 때문에 출차를 못 했습니다,개인정보 평문,tool:search_similar_inquiries,search_similar_inquiries,answered,2026-08-01,similar-inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=1,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
IQ-06,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,similar-inquiries,,search_similar_inquiries,,현관 도어록 건전지 경고음이 계속 울려요.,,,[기타] 현관 도어록 건전지는 어디서 교체하나요,개인정보 평문,tool:search_similar_inquiries,search_similar_inquiries,answered,2026-08-01,similar-inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=1,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
IQ-07,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,,,제가 접수한 민원 처리 어떻게 됐나요?,,,접수한 민원 없음,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-08-01,inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=0,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
IQ-08,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,,,제 민원 진행 상태만 알려주세요.,,,접수한 민원 없음,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-08-01,inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=0,11111111-1111-1111-1111-111111111111,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,필수,해당 없음
IQ-09,질문→답변 품질 v2,Full,P1,복합·라우팅,민원 트리아지,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc-clause:첫마을4단지 관리규약:제60조(층간소음 생활규칙 등),,,,층간소음 생활규칙에서 밤에 금지되는 행위가 뭔가요?,,,"오후 10시부터 다음날 오전 6시까지 뛰거나 크게 소리나게 닫는 행위, 망치질 등 세대내부 수리, 악기 연주 등을 금지한다",,542d3f8b-25ad-4008-8875-bff722562d5d#제60조(층간소음 생활규칙 등),search_documents,answered,,content_chunks doc=542d3f8b-25ad-4008-8875-bff722562d5d clause=제60조(층간소음 생활규칙 등),11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
MT-01,질문→답변 품질 v2,Full,P1,대화·되묻기,멀티턴,한국어,다중 턴,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:latest,,,,이번 달 관리비 얼마 나왔어요?,지난달보다 오른 건가요?,,"2026-07 관리비 총액 176,601원",,tool:get_fees,get_fees,answered,2026-07,fees household=401-201 period=2026-07,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
MT-02,질문→답변 품질 v2,Full,P1,대화·되묻기,멀티턴,한국어,다중 턴,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc-clause:첫마을4단지 관리규약:제60조(층간소음 생활규칙 등),,,,층간소음 생활규칙에서 밤에 금지되는 행위가 뭔가요?,그 시간대는 몇 시부터인가요?,,,,542d3f8b-25ad-4008-8875-bff722562d5d#제60조(층간소음 생활규칙 등),search_documents,answered,,content_chunks doc=542d3f8b-25ad-4008-8875-bff722562d5d clause=제60조(층간소음 생활규칙 등),11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
MT-03,질문→답변 품질 v2,Full,P1,대화·되묻기,멀티턴,한국어,다중 턴,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,facilities:count:EL,,,,승강기 설비가 몇 대 등록돼 있나요?,그중 고장 상태인 건 몇 대인가요?,,EL 계열 설비 12개,,tool:get_facilities,get_facilities,answered,2026-08-01,facilities count prefix=EL n=12,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CL-01,질문→답변 품질 v2,Full,P1,대화·되묻기,되묻기,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,clarify:고장 난 대상 설비,,,,고장 났는데 언제 고쳐주나요?,,,되묻기 — 특정해야 할 것: 고장 난 대상 설비. 원 질문을 그대로 반복하면 오답,,,ask_clarification,clarify,,clarify target=고장 난 대상 설비(질의 성질 — DB 무관),11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,해당 없음,해당 없음
CL-02,질문→답변 품질 v2,Full,P1,대화·되묻기,되묻기,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,clarify:대상 설비와 기간,,,,그건 언제 하기로 했나요?,,,되묻기 — 특정해야 할 것: 대상 설비와 기간. 원 질문을 그대로 반복하면 오답,,,ask_clarification,clarify,,clarify target=대상 설비와 기간(질의 성질 — DB 무관),11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,해당 없음,해당 없음
CL-N1,질문→답변 품질 v2,Full,P1,대화·되묻기,되묻기 대조군,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:latest,,,,이번 달 우리 집 관리비 총액이 얼마인가요?,,,"2026-07 관리비 총액 176,601원",,tool:get_fees,get_fees,answered,2026-07,fees household=401-201 period=2026-07,11111111-1111-1111-1111-111111111111,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,필수,해당 없음
CL-N2,질문→답변 품질 v2,Full,P1,대화·되묻기,되묻기 대조군,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,overdue:window,,,,7일 이내에 점검해야 하는 설비가 몇 대인가요?,,,7일 이내 점검 대상 없음(확정 조회),,tool:get_overdue_checks,get_overdue_checks,answered,2026-08-01,facilities overdue(7d) n=0,11111111-1111-1111-1111-111111111111,46f87feb-94bc-4c5c-a768-89366e8737f6,,필수,해당 없음
CX-R13,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-세대,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:latest,,"get_fees,search_documents",,이번 달 관리비 얼마 나왔어? 납부기한도 알려줘.,,,"2026-07 관리비 총액 141,034원",임의 계산 금액·타 세대 금액,tool:get_fees,get_fees,answered,2026-07,fees household=403-1002 period=2026-07,11111111-1111-1111-1111-111111111111,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,필수,해당 없음
CX-R14,질문→답변 품질 v2,Full,P1,복합·라우팅,복합-공지,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,notices:8월 승강기 정기점검 실시 안내 - 403동|하반기 저수조 청소 및 단수 안내 - 403동|공용부 전기설비 정기점검 및 일시 정전 안내 - 403동,,search_documents,,"이번 달 우리 동 승강기 점검, 단수, 정전 일정을 날짜순으로 알려줘.",,,"08월 04일 09:30~11:00, 08월 18일 09:00~11:00, 08월 25일 10:00부터 11:00",타 동 일정 혼입·요청하지 않은 공지(실내소독 등) 추가,notice:c024ff2d-eba9-4ca8-aa92-dfd91aef822a|notice:835945d4-db6e-497d-a4fa-8ad782a44dfc|notice:15f6dbe3-36c6-4b3a-9f0e-aa53a389f933,search_documents,answered,,"notices ids=c024ff2d-eba9-4ca8-aa92-dfd91aef822a,835945d4-db6e-497d-a4fa-8ad782a44dfc,15f6dbe3-36c6-4b3a-9f0e-aa53a389f933",11111111-1111-1111-1111-111111111111,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,필수,해당 없음
