case_id,suite,execution_set,priority,category,subcategory,language,conversation_type,role,user_ref,household_ref,label_source,acceptable_tools,turn_1,turn_2,turn_3,expected_facts,forbidden_content
V2-QA-0083,질문→답변 품질 v2,Critical,P2,회의록,2026년 제6차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,doc:2026년 제6차 정기 입주자대표회의 회의록,,지하주차장 LED 잔여 구간 교체 의결 내용은요?,,,"342등 10,300,000원",
V2-QA-0084,질문→답변 품질 v2,Critical,P2,회의록,2026년 제6차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,doc:2026년 제6차 정기 입주자대표회의 회의록,,홈네트워크 서버 교체는 어떻게 결정됐나요?,,,"13,800,000원 장기수선충당금",
V2-QA-0085,질문→답변 품질 v2,Critical,P2,회의록,2026년 제7차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,doc:2026년 제7차 정기 입주자대표회의 회의록,,하절기 공용전기 절감 방안으로 뭐가 의결됐나요?,,,26도 소등,
V2-QA-0086,질문→답변 품질 v2,Full,P2,회의록,2026년 제7차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,doc:2026년 제7차 정기 입주자대표회의 회의록,,커뮤니티 프로그램 하반기 개편 내용은요?,,,코딩교실 정규 생활체조 격주,
V2-QA-0087,질문→답변 품질 v2,Full,P2,회의록,2024년 제9차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,doc:2024년 제9차 정기 입주자대표회의 회의록,,2024년 9월 회의에서 재활용품 매각 계약은 어떻게 논의됐나요?,,,"재활용품 매각 1,520,000원 경쟁입찰",
V2-QA-0088,질문→답변 품질 v2,Full,P2,회의록,2024년 제11차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,doc:2024년 제11차 정기 입주자대표회의 회의록,,2024년 11월 회의에서 제설 대책은 어떻게 의결됐나요?,,,동절기 제설 자재 구매,
V2-QA-0089,질문→답변 품질 v2,Full,P2,회의록,2024년 제12차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,doc:2024년 제12차 정기 입주자대표회의 회의록,,2024년 12월 회의에서 소방 지적사항 보수는 어떻게 처리하기로 했나요?,,,"유도등 교체 2,740,000원 수선유지비",
V2-QA-0090,질문→답변 품질 v2,Full,P2,회의록,2025년 제1차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,doc:2025년 제1차 정기 입주자대표회의 회의록,,2025년 1월 회의에서 외벽 균열 하자보수는 어떻게 진행하기로 했나요?,,,402동 404동 균열 예비 조사 시공사 보수,
V2-QA-0091,질문→답변 품질 v2,Full,P2,회의록,2025년 제2차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc:2025년 제2차 정기 입주자대표회의 회의록,,2025년 2월 회의에서 주민공동시설 사용료는 어떻게 조정됐나요?,,,"다목적실 8,000원 게스트룸 40,000원 규약 개정",
V2-QA-0092,질문→답변 품질 v2,Full,P2,회의록,2025년 제3차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,doc:2025년 제3차 정기 입주자대표회의 회의록,,2025년 3월 회의에서 놀이터 모래 관련 의결 내용은요?,,,모래 보충 소독 이물질 선별,
V2-QA-0093,질문→답변 품질 v2,Full,P2,회의록,2025년 제4차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,doc:2025년 제4차 정기 입주자대표회의 회의록,,2025년 4월 회의에서 승강기 유지관리 방식은 어떻게 검토됐나요?,,,책임 유지관리 부품비 계약 갱신,
V2-QA-0094,질문→답변 품질 v2,Full,P2,회의록,2025년 제5차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,doc:2025년 제5차 정기 입주자대표회의 회의록,,2025년 5월 회의에서 지하주차장 환기설비는 어떻게 의결됐나요?,,,"인버터 교체 5,800,000원",
V2-QA-0095,질문→답변 품질 v2,Full,P2,회의록,2025년 제6차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,doc:2025년 제6차 정기 입주자대표회의 회의록,,2025년 6월 회의에서 옥상 방수 보수는 어떻게 결정됐나요?,,,403동 누수 우레탄 방수 보수,
V2-QA-0096,질문→답변 품질 v2,Full,P2,회의록,2025년 제7차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,doc:2025년 제7차 정기 입주자대표회의 회의록,,2025년 7월 회의에서 공용전기 절감 대책으로 뭐가 나왔나요?,,,격등 운전 대기 조명 소등 26도,
V2-QA-0097,질문→답변 품질 v2,Full,P2,회의록,2025년 제8차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,doc:2025년 제8차 정기 입주자대표회의 회의록,,2025년 8월 회의에서 부스터펌프 노후 대응은 어떻게 검토됐나요?,,,1호기 진동 정비 교체 견적,
V2-QA-0098,질문→답변 품질 v2,Full,P2,회의록,2025년 제9차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,doc:2025년 제9차 정기 입주자대표회의 회의록,,2025년 9월 회의에서 경비용역 계약은 어떻게 하기로 했나요?,,,적격심사 경쟁입찰 재발주,
V2-QA-0099,질문→답변 품질 v2,Full,P2,회의록,2025년 제10차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,doc:2025년 제10차 정기 입주자대표회의 회의록,,2025년 10월 회의에서 화재수신반 관련 뭐가 의결됐나요?,,,"중계기 교체 3,850,000원",
V2-QA-0100,질문→답변 품질 v2,Full,P2,회의록,2025년 제11차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,doc:2025년 제11차 정기 입주자대표회의 회의록,,2025년 11월 회의에서 화재보험 갱신은 어떻게 결정됐나요?,,,3개 보험사 견적 보상 한도,
V2-QA-0101,질문→답변 품질 v2,Smoke,P2,공지,7월 승강기 정기점검 안내,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,notice:7월 승강기 정기점검 안내,,7월 승강기 점검은 언제 하나요?,,,7월 1일 401동 404동,
V2-QA-0102,질문→답변 품질 v2,Smoke,P2,공지,7월 승강기 정기점검 안내,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,notice:7월 승강기 정기점검 안내,,405동 승강기 점검 일정을 알려주세요.,,,7월 2일 405동 휘트니스,
V2-QA-0103,질문→답변 품질 v2,Critical,P2,공지,[제21차] 2026년 6월 정기 입주자대표회의 결과 안내,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,notice:[제21차] 2026년 6월 정기 입주자대표회의 결과 안내,,6월 입주자대표회의 결과 공지 내용을 알려주세요.,,,아이창 대국환경 선정,
V2-QA-0104,질문→답변 품질 v2,Critical,P2,공지,코콤 부분 기능 작동 불능 안내,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,notice:코콤 부분 기능 작동 불능 안내,,월패드로 승강기 호출이 안 되는데 왜 그런가요?,,,홈넷 서버 고장 승강기 호출,
V2-QA-0105,질문→답변 품질 v2,Critical,P2,공지,코콤 부분 기능 작동 불능 안내,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,notice:코콤 부분 기능 작동 불능 안내,,월패드 기능은 언제 복구되나요?,,,다음 주 수리 복구,
V2-QA-0106,질문→답변 품질 v2,Full,P2,공지,2026 한솔동 주민총회 및 주민자치프로그램 발표회 안내,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,notice:2026 한솔동 주민총회 및 주민자치프로그램 발표회 안내,,주민총회는 언제 어디서 열리나요?,,,6월 27일 정음관 다목적체육관,
V2-QA-0107,질문→답변 품질 v2,Full,P2,공지,단지 내 수목소독 실시 안내,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,notice:단지 내 수목소독 실시 안내,,수목소독은 언제 하고 뭘 주의해야 하나요?,,,7월 2일 창문 지상 주차,
V2-QA-0108,질문→답변 품질 v2,Full,P2,공지,단지 내 수목소독 실시 안내,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,notice:단지 내 수목소독 실시 안내,,수목소독 때 반려동물 산책해도 되나요?,,,산책 자제,
V2-QA-0109,질문→답변 품질 v2,Full,P2,공지,실내 소독 실시 안내,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,notice:실내 소독 실시 안내,,실내소독 일정이 어떻게 되나요?,,,7월 3일 정기소독 추가소독,
V2-QA-0110,질문→답변 품질 v2,Full,P2,공지,실내 소독 실시 안내,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,notice:실내 소독 실시 안내,,실내소독은 어떤 방식으로 하나요?,,,분무식 독먹이식 도포식,
V2-QA-0111,질문→답변 품질 v2,Smoke,P1,관리비,latest,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0112,질문→답변 품질 v2,Smoke,P1,관리비,2026-06,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0113,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0114,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0115,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0116,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0117,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0118,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0119,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0120,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0121,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0122,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0123,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0124,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0125,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0126,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0127,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0128,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0129,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0130,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0131,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0132,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0133,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0134,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0135,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0136,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0137,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0138,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0139,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0140,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0141,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0142,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0143,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0144,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0145,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0146,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0147,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:latest,,가장 최근에 나온 관리비가 얼마인가요?,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0148,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0149,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0150,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,,타 세대 금액·미확정 추정 금액·임의 계산
V2-QA-0151,질문→답변 품질 v2,Smoke,P1,민원,본인 조회,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0152,질문→답변 품질 v2,Smoke,P1,민원,본인 조회,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0153,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,,타인 민원 제목·내용·세대 정보
V2-QA-0154,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0155,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0156,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,,타인 민원 제목·내용·세대 정보
V2-QA-0157,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0158,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0159,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,,타인 민원 제목·내용·세대 정보
V2-QA-0160,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0161,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0162,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,,타인 민원 제목·내용·세대 정보
V2-QA-0163,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0164,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0165,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,,타인 민원 제목·내용·세대 정보
V2-QA-0166,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0167,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0168,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0169,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0170,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0171,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0172,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0173,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0174,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,,타인 민원 제목·내용·세대 정보
V2-QA-0175,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,inquiries:mine,,내 민원 목록을 보여주세요.,,,,타인 민원 제목·내용·세대 정보
