case_id,suite,execution_set,priority,category,subcategory,language,conversation_type,role,user_ref,household_ref,label_source,acceptable_tools,turn_1,turn_2,turn_3,expected_facts,forbidden_content,expected_citations,expected_tool,expected_behavior,as_of,label_source_resolved
V2-QA-0054,질문→답변 품질 v2,Full,P1,지침·매뉴얼,기계실 열교환기(지역난방) 운전 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:기계실 열교환기(지역난방) 운전 지침,,난방 공급 온도는 어떻게 정하나요?,,,외기 보상 0도 55도 65도,,56ea5971-08b4-44c6-ba78-22ba9dc4e4a1,search_documents,answered,,documents id=56ea5971-08b4-44c6-ba78-22ba9dc4e4a1
V2-QA-0055,질문→답변 품질 v2,Full,P1,지침·매뉴얼,저수조 청소·소독 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:저수조 청소·소독 지침,,"저수조 청소는 얼마나 자주, 언제 하나요?",,,반기 1회 5월 11월,,bee8f7a2-7788-4fcf-82c0-35a84bce3cb7,search_documents,answered,,documents id=bee8f7a2-7788-4fcf-82c0-35a84bce3cb7
V2-QA-0056,질문→답변 품질 v2,Full,P1,지침·매뉴얼,저수조 청소·소독 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:저수조 청소·소독 지침,,저수조 청소 후에는 뭘 확인하나요?,,,수질검사 탁도,,bee8f7a2-7788-4fcf-82c0-35a84bce3cb7,search_documents,answered,,documents id=bee8f7a2-7788-4fcf-82c0-35a84bce3cb7
V2-QA-0057,질문→답변 품질 v2,Full,P1,지침·매뉴얼,저수조 청소·소독 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:저수조 청소·소독 지침,,저수조 월간 위생 점검 항목은요?,,,맨홀 방충망 침전물,,bee8f7a2-7788-4fcf-82c0-35a84bce3cb7,search_documents,answered,,documents id=bee8f7a2-7788-4fcf-82c0-35a84bce3cb7
V2-QA-0058,질문→답변 품질 v2,Full,P1,지침·매뉴얼,어린이놀이시설 안전점검 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:어린이놀이시설 안전점검 지침,,어린이놀이시설 안전점검 주기는요?,,,월 1회,,6a41982f-6a8c-40fd-91fc-4f2fd3fe3089,search_documents,answered,,documents id=6a41982f-6a8c-40fd-91fc-4f2fd3fe3089
V2-QA-0059,질문→답변 품질 v2,Full,P1,지침·매뉴얼,어린이놀이시설 안전점검 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:어린이놀이시설 안전점검 지침,,놀이터 모래 소독은 얼마나 자주 하나요?,,,연 2회 소독,,6a41982f-6a8c-40fd-91fc-4f2fd3fe3089,search_documents,answered,,documents id=6a41982f-6a8c-40fd-91fc-4f2fd3fe3089
V2-QA-0060,질문→답변 품질 v2,Full,P1,지침·매뉴얼,어린이놀이시설 안전점검 지침,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:어린이놀이시설 안전점검 지침,,우리 단지 어린이놀이터는 몇 개소인가요?,,,2개소 402동 405동,,6a41982f-6a8c-40fd-91fc-4f2fd3fe3089,search_documents,answered,,documents id=6a41982f-6a8c-40fd-91fc-4f2fd3fe3089
V2-QA-0061,질문→답변 품질 v2,Full,P1,지침·매뉴얼,R형 화재수신기 운영 매뉴얼,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:R형 화재수신기 운영 매뉴얼,,화재수신기 예비 전원 시험은 얼마나 자주 하나요?,,,주 1회 도통 시험,,422813a3-1bfe-4716-bedc-de50b13a9cdd,search_documents,answered,,documents id=422813a3-1bfe-4716-bedc-de50b13a9cdd
V2-QA-0062,질문→답변 품질 v2,Full,P1,지침·매뉴얼,R형 화재수신기 운영 매뉴얼,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:R형 화재수신기 운영 매뉴얼,,감지기 오작동이 반복되면 어떻게 하나요?,,,3회 이상 감지기 교체,,422813a3-1bfe-4716-bedc-de50b13a9cdd,search_documents,answered,,documents id=422813a3-1bfe-4716-bedc-de50b13a9cdd
V2-QA-0063,질문→답변 품질 v2,Full,P1,지침·매뉴얼,R형 화재수신기 운영 매뉴얼,한국어,단일,MANAGER,46f87feb-94bc-4c5c-a768-89366e8737f6,,doc:R형 화재수신기 운영 매뉴얼,,화재수신기는 어디에 몇 대 있나요?,,,방재실 R형 1대,,422813a3-1bfe-4716-bedc-de50b13a9cdd,search_documents,answered,,documents id=422813a3-1bfe-4716-bedc-de50b13a9cdd
V2-QA-0064,질문→답변 품질 v2,Full,P2,지침·매뉴얼,커뮤니티시설 이용 지침,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc:커뮤니티시설 이용 지침,,다목적실 사용료는 얼마인가요?,,,"시간당 8,000원",,ba574c0d-254b-4957-9f38-fcb59ca58e5e,search_documents,answered,,documents id=ba574c0d-254b-4957-9f38-fcb59ca58e5e
V2-QA-0065,질문→답변 품질 v2,Full,P2,지침·매뉴얼,커뮤니티시설 이용 지침,한국어,다중 턴,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,doc:커뮤니티시설 이용 지침,,게스트룸 1박 요금이 얼마죠?,예약 취소하면 환불되나요?,,"40,000원",,ba574c0d-254b-4957-9f38-fcb59ca58e5e,search_documents,answered,,documents id=ba574c0d-254b-4957-9f38-fcb59ca58e5e
V2-QA-0066,질문→답변 품질 v2,Full,P2,지침·매뉴얼,커뮤니티시설 이용 지침,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,doc:커뮤니티시설 이용 지침,,다목적실 예약은 언제부터 할 수 있나요?,,,14일 전 예약,,ba574c0d-254b-4957-9f38-fcb59ca58e5e,search_documents,answered,,documents id=ba574c0d-254b-4957-9f38-fcb59ca58e5e
V2-QA-0067,질문→답변 품질 v2,Full,P2,지침·매뉴얼,커뮤니티시설 이용 지침,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,doc:커뮤니티시설 이용 지침,,커뮤니티동에 반려동물을 데려가도 되나요?,,,반려동물 출입 보조견,,ba574c0d-254b-4957-9f38-fcb59ca58e5e,search_documents,answered,,documents id=ba574c0d-254b-4957-9f38-fcb59ca58e5e
V2-QA-0068,질문→답변 품질 v2,Full,P2,지침·매뉴얼,CCTV·개인영상정보 운영 지침,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,doc:CCTV·개인영상정보 운영 지침,,단지 CCTV 영상은 얼마나 보관하나요?,,,30일 덮어쓰기,,c7bacbe9-74dc-4033-8fa6-1a3988a69796,search_documents,answered,,documents id=c7bacbe9-74dc-4033-8fa6-1a3988a69796
V2-QA-0069,질문→답변 품질 v2,Full,P2,지침·매뉴얼,CCTV·개인영상정보 운영 지침,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,doc:CCTV·개인영상정보 운영 지침,,제가 찍힌 CCTV 영상을 볼 수 있나요?,,,열람 요구 신분증,,c7bacbe9-74dc-4033-8fa6-1a3988a69796,search_documents,answered,,documents id=c7bacbe9-74dc-4033-8fa6-1a3988a69796
V2-QA-0070,질문→답변 품질 v2,Full,P2,지침·매뉴얼,CCTV·개인영상정보 운영 지침,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,doc:CCTV·개인영상정보 운영 지침,,주차장 접촉사고가 나서 CCTV를 확인하고 싶어요.,,,열람 절차 수사기관,,c7bacbe9-74dc-4033-8fa6-1a3988a69796,search_documents,answered,,documents id=c7bacbe9-74dc-4033-8fa6-1a3988a69796
V2-QA-0071,질문→답변 품질 v2,Smoke,P2,회의록,2024년 제10차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc:2024년 제10차 정기 입주자대표회의 회의록,,2024년 10월 회의에서 승강기 주로프 교체는 어떻게 결정됐나요?,,,401동 1호기 404동 2호기 주로프 마모 교체,,0090f9c9-32d1-46aa-a76c-78aef3bc8aab,search_documents,answered,,documents id=0090f9c9-32d1-46aa-a76c-78aef3bc8aab
V2-QA-0072,질문→답변 품질 v2,Smoke,P2,회의록,2024년 제10차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,doc:2024년 제10차 정기 입주자대표회의 회의록,,지하주차장 LED 교체 1차 구간 의결 내용을 알려주세요.,,,"286등 8,600,000원 절감",,0090f9c9-32d1-46aa-a76c-78aef3bc8aab,search_documents,answered,,documents id=0090f9c9-32d1-46aa-a76c-78aef3bc8aab
V2-QA-0073,질문→답변 품질 v2,Critical,P2,회의록,2025년 제12차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,doc:2025년 제12차 정기 입주자대표회의 회의록,,2026년도 관리비 예산은 어떻게 승인됐나요?,,,"인건비 3.5% 세대당 5,200원",,034b6fdb-2b0b-4253-a269-0134d04f2e52,search_documents,answered,,documents id=034b6fdb-2b0b-4253-a269-0134d04f2e52
V2-QA-0074,질문→답변 품질 v2,Critical,P2,회의록,2025년 제12차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,doc:2025년 제12차 정기 입주자대표회의 회의록,,재활용품 매각 재계약 조건이 어떻게 되나요?,,,"1,820,000원 재계약",,034b6fdb-2b0b-4253-a269-0134d04f2e52,search_documents,answered,,documents id=034b6fdb-2b0b-4253-a269-0134d04f2e52
V2-QA-0075,질문→답변 품질 v2,Critical,P2,회의록,2026년 제1차 정기 입주자대표회의 회의록,한국어,다중 턴,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,doc:2026년 제1차 정기 입주자대표회의 회의록,,2025년 잡수입은 얼마였고 어떻게 처리하기로 했나요?,재활용품 매각 수입은 얼마였나요?,,"26,800,000원 절반 관리비 차감 이월",,dd6ce255-8659-4813-9a46-2df459d829f4,search_documents,answered,,documents id=dd6ce255-8659-4813-9a46-2df459d829f4
V2-QA-0076,질문→답변 품질 v2,Critical,P2,회의록,2026년 제1차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,doc:2026년 제1차 정기 입주자대표회의 회의록,,"CCTV 추가 설치는 몇 대, 얼마로 의결됐나요?",,,"6대 7,300,000원 안내판",,dd6ce255-8659-4813-9a46-2df459d829f4,search_documents,answered,,documents id=dd6ce255-8659-4813-9a46-2df459d829f4
V2-QA-0077,질문→답변 품질 v2,Critical,P2,회의록,2026년 제2차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,doc:2026년 제2차 정기 입주자대표회의 회의록,,부스터펌프 교체는 어떻게 의결됐나요?,,,동시 교체 장기수선충당금,,e3fbf5c4-9d50-4919-98eb-8d8f7c4026ce,search_documents,answered,,documents id=e3fbf5c4-9d50-4919-98eb-8d8f7c4026ce
V2-QA-0078,질문→답변 품질 v2,Critical,P2,회의록,2026년 제2차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,doc:2026년 제2차 정기 입주자대표회의 회의록,,전기차 충전구역 규약 개정 내용이 뭔가요?,,,충전 완료 2시간 스티커,,e3fbf5c4-9d50-4919-98eb-8d8f7c4026ce,search_documents,answered,,documents id=e3fbf5c4-9d50-4919-98eb-8d8f7c4026ce
V2-QA-0079,질문→답변 품질 v2,Critical,P2,회의록,2026년 제3차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,doc:2026년 제3차 정기 입주자대표회의 회의록,,알뜰장터 재계약 조건은 어떻게 정해졌나요?,,,"370,000원 재계약",,ac2a4d64-5cc2-428e-8462-9918c911d816,search_documents,answered,,documents id=ac2a4d64-5cc2-428e-8462-9918c911d816
V2-QA-0080,질문→답변 품질 v2,Critical,P2,회의록,2026년 제3차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,doc:2026년 제3차 정기 입주자대표회의 회의록,,어린이놀이터 보수는 뭘 하기로 했나요?,,,"모래 소독 1,380,000원 보수",,ac2a4d64-5cc2-428e-8462-9918c911d816,search_documents,answered,,documents id=ac2a4d64-5cc2-428e-8462-9918c911d816
V2-QA-0081,질문→답변 품질 v2,Critical,P2,회의록,2026년 제4차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc:2026년 제4차 정기 입주자대표회의 회의록,,EV충전기 증설은 어떻게 의결됐나요?,,,"4기 11,600,000원 보조사업",,0e04659e-b820-47f0-be16-f19c43f271fa,search_documents,answered,,documents id=0e04659e-b820-47f0-be16-f19c43f271fa
V2-QA-0082,질문→답변 품질 v2,Critical,P2,회의록,2026년 제5차 정기 입주자대표회의 회의록,한국어,다중 턴,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,doc:2026년 제5차 정기 입주자대표회의 회의록,,물놀이장은 언제부터 언제까지 운영하나요?,안전요원 인건비는 얼마였나요?,,7월 1일 8월 20일,,579259d7-8851-4c98-9673-8bd535e9095d,search_documents,answered,,documents id=579259d7-8851-4c98-9673-8bd535e9095d
V2-QA-0083,질문→답변 품질 v2,Critical,P2,회의록,2026년 제6차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,doc:2026년 제6차 정기 입주자대표회의 회의록,,지하주차장 LED 잔여 구간 교체 의결 내용은요?,,,"342등 10,300,000원",,84ffb368-94cb-4319-b90e-b6cb450fb183,search_documents,answered,,documents id=84ffb368-94cb-4319-b90e-b6cb450fb183
V2-QA-0084,질문→답변 품질 v2,Critical,P2,회의록,2026년 제6차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,doc:2026년 제6차 정기 입주자대표회의 회의록,,홈네트워크 서버 교체는 어떻게 결정됐나요?,,,"13,800,000원 장기수선충당금",,84ffb368-94cb-4319-b90e-b6cb450fb183,search_documents,answered,,documents id=84ffb368-94cb-4319-b90e-b6cb450fb183
V2-QA-0085,질문→답변 품질 v2,Critical,P2,회의록,2026년 제7차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,doc:2026년 제7차 정기 입주자대표회의 회의록,,하절기 공용전기 절감 방안으로 뭐가 의결됐나요?,,,26도 소등,,e081e86c-0c3e-4e22-9400-361ad12e8aa4,search_documents,answered,,documents id=e081e86c-0c3e-4e22-9400-361ad12e8aa4
V2-QA-0086,질문→답변 품질 v2,Full,P2,회의록,2026년 제7차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,doc:2026년 제7차 정기 입주자대표회의 회의록,,커뮤니티 프로그램 하반기 개편 내용은요?,,,코딩교실 정규 생활체조 격주,,e081e86c-0c3e-4e22-9400-361ad12e8aa4,search_documents,answered,,documents id=e081e86c-0c3e-4e22-9400-361ad12e8aa4
V2-QA-0087,질문→답변 품질 v2,Full,P2,회의록,2024년 제9차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,doc:2024년 제9차 정기 입주자대표회의 회의록,,2024년 제9차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,10e85d47-6bad-467a-80c9-e3c58b156188,search_documents,answered,,documents id=10e85d47-6bad-467a-80c9-e3c58b156188
V2-QA-0088,질문→답변 품질 v2,Full,P2,회의록,2024년 제11차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,doc:2024년 제11차 정기 입주자대표회의 회의록,,2024년 제11차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,7bdd16b3-a37e-41ec-9817-03e60642b472,search_documents,answered,,documents id=7bdd16b3-a37e-41ec-9817-03e60642b472
V2-QA-0089,질문→답변 품질 v2,Full,P2,회의록,2024년 제12차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,doc:2024년 제12차 정기 입주자대표회의 회의록,,2024년 제12차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,ee04e6fc-d2ac-4a2e-855e-68d12f92cb8d,search_documents,answered,,documents id=ee04e6fc-d2ac-4a2e-855e-68d12f92cb8d
V2-QA-0090,질문→답변 품질 v2,Full,P2,회의록,2025년 제1차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,doc:2025년 제1차 정기 입주자대표회의 회의록,,2025년 제1차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,1b5d4b7c-5522-4bcd-a5d7-14727f9e034b,search_documents,answered,,documents id=1b5d4b7c-5522-4bcd-a5d7-14727f9e034b
V2-QA-0091,질문→답변 품질 v2,Full,P2,회의록,2025년 제2차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,doc:2025년 제2차 정기 입주자대표회의 회의록,,2025년 제2차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,8e977a26-c4ba-4a58-97c6-26e10b45d134,search_documents,answered,,documents id=8e977a26-c4ba-4a58-97c6-26e10b45d134
V2-QA-0092,질문→답변 품질 v2,Full,P2,회의록,2025년 제3차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,doc:2025년 제3차 정기 입주자대표회의 회의록,,2025년 제3차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,0d4c7360-0a96-4b77-a348-270f7059b9c4,search_documents,answered,,documents id=0d4c7360-0a96-4b77-a348-270f7059b9c4
V2-QA-0093,질문→답변 품질 v2,Full,P2,회의록,2025년 제4차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,doc:2025년 제4차 정기 입주자대표회의 회의록,,2025년 제4차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,a5a0c45b-d707-416e-8242-6f570deb5455,search_documents,answered,,documents id=a5a0c45b-d707-416e-8242-6f570deb5455
V2-QA-0094,질문→답변 품질 v2,Full,P2,회의록,2025년 제5차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,doc:2025년 제5차 정기 입주자대표회의 회의록,,2025년 제5차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,884d1e05-3277-488b-9bb1-93ca0b7c9ef7,search_documents,answered,,documents id=884d1e05-3277-488b-9bb1-93ca0b7c9ef7
V2-QA-0095,질문→답변 품질 v2,Full,P2,회의록,2025년 제6차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,doc:2025년 제6차 정기 입주자대표회의 회의록,,2025년 제6차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,03aa527a-49a3-4644-8c65-4b8d6a7feaee,search_documents,answered,,documents id=03aa527a-49a3-4644-8c65-4b8d6a7feaee
V2-QA-0096,질문→답변 품질 v2,Full,P2,회의록,2025년 제7차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,doc:2025년 제7차 정기 입주자대표회의 회의록,,2025년 제7차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,09e8fa64-90d2-4ec2-b2b7-b4bf390c002e,search_documents,answered,,documents id=09e8fa64-90d2-4ec2-b2b7-b4bf390c002e
V2-QA-0097,질문→답변 품질 v2,Full,P2,회의록,2025년 제8차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,doc:2025년 제8차 정기 입주자대표회의 회의록,,2025년 제8차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,24795ddc-26ed-4114-9415-417fc0c4e5f8,search_documents,answered,,documents id=24795ddc-26ed-4114-9415-417fc0c4e5f8
V2-QA-0098,질문→답변 품질 v2,Full,P2,회의록,2025년 제9차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,doc:2025년 제9차 정기 입주자대표회의 회의록,,2025년 제9차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,6428c3ae-23f5-4de9-8ac6-2d2c123259fb,search_documents,answered,,documents id=6428c3ae-23f5-4de9-8ac6-2d2c123259fb
V2-QA-0099,질문→답변 품질 v2,Full,P2,회의록,2025년 제10차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,doc:2025년 제10차 정기 입주자대표회의 회의록,,2025년 제10차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,34cb4e02-11d5-44d7-9586-f15e55f73342,search_documents,answered,,documents id=34cb4e02-11d5-44d7-9586-f15e55f73342
V2-QA-0100,질문→답변 품질 v2,Full,P2,회의록,2025년 제11차 정기 입주자대표회의 회의록,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,doc:2025년 제11차 정기 입주자대표회의 회의록,,2025년 제11차 정기 입주자대표회의에서 의결된 안건을 알려주세요.,,,정기 입주자대표회의 의결,,bfee586e-8fb7-4bf6-ac84-b6f501d48ca4,search_documents,answered,,documents id=bfee586e-8fb7-4bf6-ac84-b6f501d48ca4
V2-QA-0101,질문→답변 품질 v2,Smoke,P2,공지,7월 승강기 정기점검 안내,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,notice:7월 승강기 정기점검 안내,,7월 승강기 점검은 언제 하나요?,,,7월 1일 401동 404동,,notice:d038202f-9bc0-4fc7-8c85-d9a8cb79a9f5,search_documents,answered,,notices id=d038202f-9bc0-4fc7-8c85-d9a8cb79a9f5
V2-QA-0102,질문→답변 품질 v2,Smoke,P2,공지,7월 승강기 정기점검 안내,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,notice:7월 승강기 정기점검 안내,,405동 승강기 점검 일정을 알려주세요.,,,7월 2일 405동 휘트니스,,notice:d038202f-9bc0-4fc7-8c85-d9a8cb79a9f5,search_documents,answered,,notices id=d038202f-9bc0-4fc7-8c85-d9a8cb79a9f5
V2-QA-0103,질문→답변 품질 v2,Critical,P2,공지,[제21차] 2026년 6월 정기 입주자대표회의 결과 안내,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,notice:[제21차] 2026년 6월 정기 입주자대표회의 결과 안내,,6월 입주자대표회의 결과 공지 내용을 알려주세요.,,,아이창 대국환경 선정,,notice:a0af8aa7-dfae-4097-8892-69c970c04a5b,search_documents,answered,,notices id=a0af8aa7-dfae-4097-8892-69c970c04a5b
V2-QA-0104,질문→답변 품질 v2,Critical,P2,공지,코콤 부분 기능 작동 불능 안내,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,notice:코콤 부분 기능 작동 불능 안내,,월패드로 승강기 호출이 안 되는데 왜 그런가요?,,,홈넷 서버 고장 승강기 호출,,notice:fcda25c5-11c5-4d71-8b82-c61b52eac3b7,search_documents,answered,,notices id=fcda25c5-11c5-4d71-8b82-c61b52eac3b7
V2-QA-0105,질문→답변 품질 v2,Critical,P2,공지,코콤 부분 기능 작동 불능 안내,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,notice:코콤 부분 기능 작동 불능 안내,,월패드 기능은 언제 복구되나요?,,,다음 주 수리 복구,,notice:fcda25c5-11c5-4d71-8b82-c61b52eac3b7,search_documents,answered,,notices id=fcda25c5-11c5-4d71-8b82-c61b52eac3b7
V2-QA-0106,질문→답변 품질 v2,Full,P2,공지,2026 한솔동 주민총회 및 주민자치프로그램 발표회 안내,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,notice:2026 한솔동 주민총회 및 주민자치프로그램 발표회 안내,,주민총회는 언제 어디서 열리나요?,,,6월 27일 정음관 다목적체육관,,notice:ae9effad-becf-4a72-8f28-79de37be63d8,search_documents,answered,,notices id=ae9effad-becf-4a72-8f28-79de37be63d8
V2-QA-0107,질문→답변 품질 v2,Full,P2,공지,단지 내 수목소독 실시 안내,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,notice:단지 내 수목소독 실시 안내,,수목소독은 언제 하고 뭘 주의해야 하나요?,,,7월 2일 창문 지상 주차,,notice:60e343e8-46ca-416f-94d9-574fd9ff304f,search_documents,answered,,notices id=60e343e8-46ca-416f-94d9-574fd9ff304f
V2-QA-0108,질문→답변 품질 v2,Full,P2,공지,단지 내 수목소독 실시 안내,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,notice:단지 내 수목소독 실시 안내,,수목소독 때 반려동물 산책해도 되나요?,,,산책 자제,,notice:60e343e8-46ca-416f-94d9-574fd9ff304f,search_documents,answered,,notices id=60e343e8-46ca-416f-94d9-574fd9ff304f
V2-QA-0109,질문→답변 품질 v2,Full,P2,공지,실내 소독 실시 안내,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,notice:실내 소독 실시 안내,,실내소독 일정이 어떻게 되나요?,,,7월 3일 정기소독 추가소독,,notice:645ffe1a-25cc-4fe0-9119-c602ebcb7785,search_documents,answered,,notices id=645ffe1a-25cc-4fe0-9119-c602ebcb7785
V2-QA-0110,질문→답변 품질 v2,Full,P2,공지,실내 소독 실시 안내,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,notice:실내 소독 실시 안내,,실내소독은 어떤 방식으로 하나요?,,,분무식 독먹이식 도포식,,notice:645ffe1a-25cc-4fe0-9119-c602ebcb7785,search_documents,answered,,notices id=645ffe1a-25cc-4fe0-9119-c602ebcb7785
V2-QA-0111,질문→답변 품질 v2,Smoke,P1,관리비,latest,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 179,729원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=401-201 period=2026-07
V2-QA-0112,질문→답변 품질 v2,Smoke,P1,관리비,2026-06,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 182,621원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=401-201 period=2026-06
